### 🚨 遊技機取扱主任者試験 総合模擬問題集

#### I. 制度、試験及び資格認定に関する事項（問題 1 〜 30）

1.  **問題文:** **新規試験の出題数は50問、正誤択一式で、正解率が80パーセント以上の者を合格者とする。**
    *   **正答:** 〇
    *   **根拠:** 認定申請書または添付書類に虚偽の記載があった者は、50万円以下の罰金に処される（風営法第55条第3号）。
60.  **問題文:** **法人である風俗営業者が合併により消滅する場合、合併後存続する法人が地位を承継するためには、合併前に公安委員会の承認を受けなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第7条の2第1項。

#### III. 遊技機規制技術基準（射幸性・技術）の詳細（問題 61 〜 90）

61.  **問題文:** **ぱちんこ遊技機は、1分間に450円に相当する遊技料金に相当する数を超える遊技球を発射させることができる性能を有してはならない。**
    *   **正答:** ✕
    *   **根拠:** 1分間に**400円**に当該金額消費税等相当額を加えた金額に相当する数を超える性能を有してはならない（風営法施行規則第8条第1号）。
62.  **問題文:** **ぱちんこ遊技機において、一個の遊技球を入賞させることにより獲得することができる遊技球の数は、20個を超える性能を有してはならない。**
    *   **正答:** ✕
    *   **根拠:** **15個**を超える性能を有しないこと（風営法施行規則第8条第2号）。
63.  **問題文:** **ぱちんこ遊技機が1時間にわたり連続発射された場合、獲得数が発射数の1/3を下回る性能を有しないこととされている。**
    *   **正答:** 〇
    *   **根拠:** 獲得数が発射数の**三分の一を下回ることがある性能を有しないこと**（風営法施行規則第8条第3号）。
64.  **問題文:** **ぱちんこ遊技機が4時間にわたり連続発射された場合、獲得数が発射数の2/5を下回る性能を有してはならない。**
    *   **正答:** 〇
    *   **根拠:** 獲得数が発射数の**五分の二を下回ることがある性能を有しないこと**（風営法施行規則第8条第4号）。
65.  **問題文:** **ぱちんこ遊技機が10時間にわたり連続発射された場合、獲得数が発射数の3/4を超える性能を有してはならない。**
    *   **正答:** 〇
    *   **根拠:** 獲得数が発射数の**四分の三を超えることがない**性能を有しないこと（風営法施行規則第8条第5号）。
66.  **問題文:** **ぱちんこ遊技機において、役物が設けられている遊技機にあっては、役物が作動する場合に入賞させることができる遊技球の数はおおむね15個を超える性能を有してはならない。**
    *   **正答:** ✕
    *   **根拠:** おおむね**10個**を超える性能を有しないこと（風営法施行規則第8条第6号）。
67.  **問題文:** **回胴式遊技機は、1分間に400円に当該金額消費税等相当額を加えた金額の遊技料金におおむね相当する数を超える数の遊技メダル等を使用して遊技をさせることができる性能を有してはならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第8条第1号。
68.  **問題文:** **回胴式遊技機において、一回の入賞により獲得できる遊技メダル等が、メダルで20枚、遊技球で100個を超える性能を有してはならない。**
    *   **正答:** ✕
    *   **根拠:** 遊技メダルは**15枚**を、遊技球は**75個**をそれぞれ超える性能を有しないこと（風営法施行規則第8条第2号）。
69.  **問題文:** **回胴式遊技機が400回にわたり遊技を連続して行った場合、獲得数が使用数の1.5倍を超える性能を有するものは、著しく射幸心をそそるおそれがある。**
    *   **正答:** ✕
    *   **根拠:** 獲得数が使用数の**2.2倍**を超える性能が規制対象である（風営法施行規則第8条第3号）。
70.  **問題文:** **回胴式遊技機が6,000回遊技を連続して行った場合、獲得数が使用数の1.26倍を超える性能を有しないこととされている。**
    *   **正答:** 〇
    *   **根拠:** 獲得数が使用数の**1.26倍を超えることがない**性能を有しないこととされている（風営法施行規則第8条第5号）。
71.  **問題文:** **回胴式遊技機は、役物連続作動装置が設けられている場合、一回の作動で遊技メダル400枚を超える獲得性能を有しないこととされている。**
    *   **正答:** ✕
    *   **根拠:** 遊技メダル**300枚**を超える獲得性能を有しないこととされている（風営法施行規則第8条第9号）。
72.  **問題文:** **回胴の回転の停止を客の技量にかかわらず調整することができない遊技機でなければならない。**
    *   **正答:** 〇
    *   **根拠:** 回胴の回転の停止を客の技量にかかわらず調整することができない遊技機であること（風営法施行規則第8条第12号）。
73.  **問題文:** **ぱちんこ遊技機において、役物連続作動装置の作動による獲得球の割合が10時間で6割を超えることがある性能を有するものは、基準に該当する。**
    *   **正答:** ✕
    *   **根拠:** 役物の作動によるものの割合が**7割**を超えることがある性能を有するものが規制対象（風営法施行規則第8条第7号）。
74.  **問題文:** **アレンジボール遊技機において、一回の入賞により獲得できる遊技球等の数が入賞に使用した遊技球等の数の15倍を超える性能を有してはならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第8条第2号。
75.  **問題文:** **著しく客の射幸心をそそるおそれのある遊技機には、容易に不正な改造その他の変更が加えられるおそれのある遊技機が含まれる。**
    *   **正答:** 〇
    *   **根拠:** 容易に不正な改造その他の変更が加えられるおそれのある遊技機は規制対象（風営法施行規則第8条第12号, 第13号, 第9号）。
76.  **問題文:** **ぱちんこ遊技機が4時間にわたり連続発射された場合、獲得数が発射数の1.8倍を超える性能を有するものは、著しく射幸心をそそるおそれがある遊技機とみなされる。**
    *   **正答:** 〇
    *   **根拠:** 規制基準は**1.5倍**を超える性能を有しないこと（風営法施行規則第8条第4号）。1.8倍は1.5倍を超えるため。
77.  **問題文:** **ぱちんこ遊技機が10時間にわたり連続発射された場合、獲得数が発射数の1/2を下回ることがある性能を有するものは、著しく射幸心をそそるおそれのある遊技機とみなされる。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第8条第5号。
78.  **問題文:** **ぱちんこ遊技機が4時間にわたり連続発射された場合、獲得数が発射数の1.5倍を超えることがある性能を有するものは、基準に該当する。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第8条第4号。
79.  **問題文:** **回胴式遊技機において、一回の入賞により獲得できる遊技メダル等の数が、当該入賞に使用した遊技メダル等の数の20倍を超えることがある性能を有しないこととされている。**
    *   **正答:** ✕
    *   **根拠:** 15倍を超える性能を有しないこととされている（風営法施行規則第8条第2号）。
80.  **問題文:** **回胴式遊技機が400回遊技で獲得数が使用数の2/5を下回る性能を有するものは、著しく射幸心をそそるおそれがある。**
    *   **正答:** ✕
    *   **根拠:** 1/3を下回る性能が規制対象である（風営法施行規則第8条第3号）。
81.  **問題文:** **回胴式遊技機において、1,600回遊技で獲得数が使用数の2.2倍を超える性能を有するものは、基準に該当する。**
    *   **正答:** ✕
    *   **根拠:** 1.5倍を超える性能が規制対象である（風営法施行規則第8条第4号）。
82.  **問題文:** **回胴式遊技機が6,000回遊技を連続して行った場合、獲得数が使用数の1.5倍を下回る性能を有するものは規制基準に該当する。**
    *   **正答:** ✕
    *   **根拠:** 1/2を下回る性能が規制対象である（風営法施行規則第8条第5号）。
83.  **問題文:** **回胴式遊技機において、役物が作動する場合に入賞させることができる回数が10回を超える性能を有する遊技機であること。**
    *   **正答:** ✕
    *   **根拠:** 8回を超える性能を有するものが規制対象である（風営法施行規則第8条第7号）。
84.  **問題文:** **回胴式遊技機において、役物連続作動装置が設けられている場合、一回の作動で遊技球1,000個を超える獲得性能を有しないこととされている。**
    *   **正答:** ✕
    *   **根拠:** 遊技球**1,500個**を超える獲得性能を有しないこととされている（風営法施行規則第8条第9号）。
85.  **問題文:** **アレンジボール遊技機において、1時間にわたり遊技を連続して行った場合において獲得することができる遊技球等の数が使用した遊技球等の数の2.2倍を超える性能を有してはならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第8条第3号。
86.  **問題文:** **アレンジボール遊技機が10時間にわたり遊技を連続して行った場合、獲得数が使用数の1/2を下回る性能を有するものは規制基準に該当する。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第8条第5号。
87.  **問題文:** **回胴式遊技機は、遊技の公正を害する調整を行うことができる性能を有しないものでなければならない。**
    *   **正答:** 〇
    *   **根拠:** 遊技の公正を害する調整を行うことができる性能を有する遊技機でないこと（風営法施行規則第8条第12号）。
88.  **問題文:** **ぱちんこ遊技機が1時間にわたり連続発射された場合、獲得数が発射数の2.5倍を超える性能を有するものは、著しく射幸心をそそるおそれがある遊技機とみなされる。**
    *   **正答:** 〇
    *   **根拠:** 規制基準は2.2倍を超える性能を有するものであること（風営法施行規則第8条第3号）。
89.  **問題文:** **回胴式遊技機が1,600回遊技を連続して行った場合、獲得数が使用数の3/5を下回る性能を有するものは、著しく射幸心をそそるおそれがある。**
    *   **正答:** ✕
    *   **根拠:** 2/5を下回る性能が規制対象である（風営法施行規則第8条第4号）。
90.  **問題文:** **遊技機の認定又は検定に必要な試験の実施に関する事務（試験事務）は、国家公安委員会が指定する一般社団法人または一般財団法人に行わせることができる。**
    *   **正答:** 〇
    *   **根拠:** 風営法第20条第5項。

#### IV. 主任者の実務と業界要綱（問題 91 〜 120）

91.  **問題文:** **遊技機取扱主任者の業務には、営業所における遊技機の増設、交替その他の変更及び遊技機の保守管理に関することが含まれる。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第3号）[会話履歴 (詳細記述なし)].
92.  **問題文:** **主任者は、遊技機の納入又は受領に伴う書類等の確認において、中古遊技機取扱業務実施要領の規定に基づく実務を行う。**
    *   **正答:** 〇
    *   **根拠:** 規程第11条第8号（要綱・実施要領に基づく業務）[会話履歴 (詳細記述なし)].
93.  **問題文:** **主任者は、遊技機の保守管理に関して、従事する者の指導及び監督を行う義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第6号）[会話履歴 (詳細記述なし)].
94.  **問題文:** **主任者が遊技機の取扱業務に関し、関係者から主任者証の提示を求められた際、提示しなければならないのは主任者証のコピーでよい。**
    *   **正答:** ✕
    *   **根拠:** 取扱主任者証を提示しなければならない（規程第12条）[会話履歴 (詳細記述なし)].
95.  **問題文:** **営業の許可申請書の作成は、主任者の業務であるが、遊技機の認定申請書の作成は主任者の業務に含まれない。**
    *   **正答:** ✕
    *   **根拠:** 遊技機の認定申請書に添付する書類作成は主任者の業務に含まれる（規程第11条第2号）[会話履歴 (詳細記述なし)].
96.  **問題文:** **遊技機製造業者の業務委託に関する規程に基づく業務とは、製造業者から委託された点検、修理等の業務が法令に適合するよう監督することを含む。**
    *   **正答:** 〇
    *   **根拠:** 規程第11条第8号（要綱・実施要領に基づく業務）[会話履歴 (詳細記述なし)].
97.  **問題文:** **遊技機の変更承認申請書を提出する場合、当該変更事項に係る府令第1条第11号に掲げる書類を添付する必要がある。**
    *   **正答:** 〇
    *   **根拠:** 変更承認申請書には、変更事項に係る書類を添付しなければならない（風営法施行規則第19条第2項）。
98.  **問題文:** **営業所の管理者は、客がする遊技が過度にわたることがないよう、客に対する情報の提供その他の必要な措置を講じなければならない。**
    *   **正答:** 〇
    *   **根拠:** 管理者の業務（風営法施行規則第38条第11号）。
99.  **問題文:** **主任者は、中古遊技機流通健全化要綱の規定に基づき、中古遊技機が風営法第20条第2項の認定を受けた型式に属することを確認する義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 規程第11条第8号（要綱に基づく業務）[会話履歴 (詳細記述なし)].
100. **問題文:** **主任者の業務は、遊技機の保守管理に関連する業者との連携を適正に行うことを含む。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第7号）[会話履歴 (詳細記述なし)].
101. **問題文:** **遊技機取扱主任者が行うべき業務には、営業所における遊技機の納入又は受領に伴い、書類等（検定証、認定証等）の確認を行う義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第1号）[会話履歴 (詳細記述なし)].
102. **問題文:** **遊技機取扱主任者の業務は、遊技機の保守管理だけでなく、増設、交替その他の変更に関することも含む。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第3号）[会話履歴 (詳細記述なし)].
103. **問題文:** **遊技機製造業者の業務委託に関する規程に基づく業務は、遊技機取扱主任者が行うこととされた業務の一つである。**
    *   **正答:** 〇
    *   **根拠:** 規程第11条第8号（要綱・実施要領に基づく業務）[会話履歴 (詳細記述なし)].
104. **問題文:** **営業所の管理者は、遊技機取扱主任者に、中古遊技機流通健全化要綱に基づく業務を適正に行わせなければならない。**
    *   **正答:** 〇
    *   **根拠:** 管理者は主任者に規程第11条に定める業務を適正に行わせる義務がある（風営法施行規則第38条に規定される管理者の業務全般に基づく）。
105. **問題文:** **主任者は、中古遊技機流通健全化要綱に基づき、中古遊技機の納入時に、主要部品の封印確認や不正な部品の有無確認などの詳細な点検手順を実施する。**
    *   **正答:** 〇
    *   **根拠:** 規程第11条第8号（要綱に基づく実務）[会話履歴 (詳細記述なし)].
106. **問題文:** **遊技機の認定申請に関わる業務の実施要領に基づく業務では、主任者は遊技機風営法施行規則第8条の射幸性基準に適合していることを証明する明細書等の作成または確認を行う。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第2号）[会話履歴 (詳細記述なし)].
107. **問題文:** **営業所における業務の一部が委託される場合、管理者は当該委託に係る契約の内容、業務の履行状況その他の事項の点検の実施及びその記録の記載について管理しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 管理者の業務（風営法施行規則第38条第12号）。
108. **問題文:** **主任者は、不正遊技機の通報及び排除に関し、関連する業者との連携を行う義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第4号、第7号）[会話履歴 (詳細記述なし)].
109. **問題文:** **主任者が認定を取り消された場合、主任者証を確実に廃棄すれば、日遊協への返納義務はない。**
    *   **正答:** ✕
    *   **根拠:** 速やかに日遊協に返納しなければならない（規程第16条第1項）[会話履歴 (詳細記述なし)].
110. **問題文:** **遊技機の変更承認申請書（軽微な変更を除く）は、あらかじめ公安委員会に提出し、承認を受けなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第9条第1項。
111. **問題文:** **遊技機取扱主任者が行うべき業務には、営業所における遊技機の納入又は受領に伴う書類等（検定証、認定証等）の真正性の確認が含まれる。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第1号）[会話履歴 (詳細記述なし)].
112. **問題文:** **主任者は、遊技機の保守管理において、遊技機が射幸心基準に適合している状態を維持するための点検を指導監督しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 規程第11条第3号, 6号、及び風営法施行規則第38条第3号（管理者の監督義務）。
113. **問題文:** **中古遊技機流通健全化要綱の規定に基づく業務は、遊技機が健全な流通経路をたどったことを確認する手続きが含まれる。**
